State/UT,Latitude,Longitude,District,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
ANDAMAN & NICOBAR ISLANDS,,,Nicobars,2022,194.38096537535358,122.4396456653975,92.06827648164568,195.55794621014226,96.48048274006837,36.35013308974377,104.28613147785968,207.24931447236142,199.9947605603321,196.34821800558768,114.29282903046456,64.51182118272355,1623.9605242916803,316.8206110407511,384.1067054318563,547.880339600297,375.1528682187758
ANDAMAN & NICOBAR ISLANDS,,,Nicobars,2023,201.49449043406577,124.92843284861412,78.2931019942155,211.7356814529978,123.51866112820983,37.99216239780688,100.81626638549221,221.9326819437793,229.3524063448391,181.71293246429047,129.69798154319645,41.453886976623146,1682.9286859141305,326.4229232826799,413.5474445754231,590.0935170719175,352.86480098411005
ANDAMAN & NICOBAR ISLANDS,,,North  & Middle Andaman,2017,127.8090929853131,128.79270042599003,57.6719749050493,139.16609745452948,59.76504043666587,149.86732230930386,186.11368759354175,139.17700916782132,191.22011738334956,200.3194579700497,155.38795088778028,202.77927945319314,1738.0697309725872,256.6017934113031,256.60311279624466,666.3781364540165,558.4866883110232
ANDAMAN & NICOBAR ISLANDS,,,North  & Middle Andaman,2018,113.97118710866985,139.62213070852815,65.22058357373271,119.22672256730365,68.912583798022,140.7387272263248,203.49867621374395,136.96616321726646,187.85775281105416,217.3851822692545,184.8993826411051,212.48731401524992,1790.7864061502553,253.593317817198,253.35988993905835,669.0613194683893,614.7718789256095
ANDAMAN & NICOBAR ISLANDS,,,North  & Middle Andaman,2019,108.18625341173382,132.71460099827004,94.5113941133553,134.11605166921254,71.01242203640328,146.8441333114779,221.90467047720318,129.9810414774089,177.2103179517943,227.60357977399087,168.0218463061067,212.4184975191447,1824.5248090461016,240.90085441000386,299.6398678189711,675.9401632178842,608.0439235992422
ANDAMAN & NICOBAR ISLANDS,,,North  & Middle Andaman,2020,127.25312667033535,123.54843538124211,79.93435871150376,132.08950240052098,66.38629890501716,133.45016808327242,207.56068083918865,134.23746879623832,172.57376150787059,219.8986635453369,182.9086713007031,216.24981327554332,1796.0909494167727,250.80156205157746,278.4101600170419,647.8220792265699,619.0571481215834
ANDAMAN & NICOBAR ISLANDS,,,North  & Middle Andaman,2021,137.6978999977672,147.50313186710503,57.73990207110741,150.21604788406557,66.76277853933179,117.26669343435341,208.63808773767238,141.1833255843563,185.9866148251915,223.31738619696526,185.94791422537503,235.12616745103867,1857.3859498143297,285.2010318648722,274.7187284945048,653.0747215815736,644.3914678733789
ANDAMAN & NICOBAR ISLANDS,,,North  & Middle Andaman,2022,137.6944914016074,130.01162126746954,77.87280511805801,122.19600616956824,55.803644666156934,130.77371709873603,221.59957503402583,144.08976066906197,178.24347545096037,217.97238857648156,149.15816947221643,216.18007050952278,1781.595725433865,267.7061126690769,255.8724559537832,674.7065282527842,583.3106285582207
ANDAMAN & NICOBAR ISLANDS,,,North  & Middle Andaman,2023,140.23558865114367,120.54016437430012,62.315662647558746,149.0627850603743,69.13286835316713,136.28822412196507,194.31715868973586,137.04351716799462,185.04073274159003,226.7140620631642,169.58315928387105,231.93981546085377,1822.2137386157187,260.7757530254438,280.51131606110016,652.6896327212855,628.237036807889
ANDAMAN & NICOBAR ISLANDS,,,South Andaman,2017,248.95978350282064,214.63897474160802,150.88116073771076,170.73423914079171,192.51179625834754,239.0853342835286,173.90405633225154,151.5384918215263,108.35990087733084,230.34958317464378,235.61667269210034,187.75017803591084,2304.330171598571,463.59875824442867,514.12719613685,672.8877833146373,653.7164339026549
ANDAMAN & NICOBAR ISLANDS,,,South Andaman,2018,214.6800692887937,228.88025494964253,135.30532018606362,156.10469307480923,216.17564205656726,241.96197826304223,167.56028132836383,165.22270693782275,88.88272023350268,197.84292164869095,237.37506371007504,214.3511491983466,2264.3428008757205,443.56032423843624,507.5856553174401,663.6276867627315,649.5691345571126
ANDAMAN & NICOBAR ISLANDS,,,South Andaman,2019,249.3459048728013,219.01607599091201,162.5379685293086,154.11494004145075,193.97268716744486,232.80378340354127,174.02101456637146,145.3275327252547,115.15925902020443,202.5501513370669,226.12745634106332,185.09796081122587,2260.074734806645,468.3619808637133,510.6255957382042,667.311589715372,613.7755684893561
ANDAMAN & NICOBAR ISLANDS,,,South Andaman,2020,222.38441648020637,227.58842185315228,158.39741709357176,151.789386272113,211.16050734416189,237.27229505094775,176.47870669693253,133.2232940451627,95.85151835645432,210.56303868383003,238.74413506758594,199.92271792450387,2263.3758548686224,449.97283833335865,521.3473107098466,642.8258141494973,649.2298916759198
ANDAMAN & NICOBAR ISLANDS,,,South Andaman,2021,228.07398081794986,232.5770166106088,160.37996836470177,158.4874305281346,203.50616626875623,252.1864529207093,165.60298788322012,135.49608113541487,89.07175633490888,202.4307218032095,231.7900864166305,200.18079767207843,2259.783446756323,460.65099742855864,522.3735651615926,642.3572782742532,634.4016058919185
ANDAMAN & NICOBAR ISLANDS,,,South Andaman,2022,233.04025993222947,223.4114933720795,154.73552127378912,149.25779804749104,204.44181966638075,244.92893314388112,169.5526598397728,143.24933415319353,113.98653339491142,193.8189115006999,227.14442078724167,213.14009985106696,2270.7077849627376,456.45175330430897,508.43513898766093,671.7174605317589,634.1034321390085
ANDAMAN & NICOBAR ISLANDS,,,South Andaman,2023,223.84728851715246,231.66919904691542,164.9165629492016,158.57618409903847,211.72347298964743,250.7590518038063,197.25851966366466,133.07427589775475,124.2311502118381,205.16523770746286,233.41113951605428,205.3727639893978,2340.0048463919343,455.5164875640679,535.2162200378875,705.3229975770638,643.949141212915
NCT OF DELHI,,,NCT OF DELHI,2017,144.6698694126701,184.5136344192129,50.92898620176178,150.84180294564192,170.78313675561034,146.92896391807847,93.12293373441298,223.11171398617407,222.27023358821023,152.81514418491994,97.91462998111048,108.47155323715664,1746.37260236496,329.183503831883,372.55392590301403,685.4338452268757,359.20132740318707
NCT OF DELHI,,,NCT OF DELHI,2018,142.88132573771713,149.49808155431631,58.88721998487587,164.2459560495948,151.70301607270616,141.2185785080927,92.05320192848777,241.7818187582779,233.6626166538096,152.39705670938906,87.0919527827474,98.40023894890636,1713.8210636889212,292.3794072920334,374.8361921071769,708.716215848668,337.8892484410428
NCT OF DELHI,,,NCT OF DELHI,2019,150.16070722279204,154.7880190676197,69.0631973828203,169.6497690074932,147.00920471939673,134.6982246876923,127.70538440943378,224.23510713947144,216.7111239712977,122.0366123542627,109.25712309379375,131.07036166969894,1756.3848347257724,304.94872629041174,385.72217110971025,703.3498402078951,362.36409711775536
NCT OF DELHI,,,NCT OF DELHI,2020,146.65615122450868,159.57456021145174,54.275870905747674,156.97506543835078,157.70550295978302,153.71246057093964,113.1881933577657,240.12623978825516,221.38809864980755,123.23628788038849,99.1330523245764,114.42712651264146,1740.3986098242165,306.2307114359604,368.95643930388144,728.414992366768,336.79646671760634
NCT OF DELHI,,,NCT OF DELHI,2021,160.36163083093172,170.82831064957526,81.13596192928694,156.36028542247058,169.02535753792858,166.0909689069219,105.39565040828869,237.6831338848951,234.95310491087147,143.50037480656854,112.18422360558134,116.47398009762568,1853.9929829909456,331.18994148050695,406.5216048896861,744.1228581109772,372.15857850977557
NCT OF DELHI,,,NCT OF DELHI,2022,148.85729142371284,176.0849453526876,86.94383732469953,170.1559576424244,145.1222316000096,160.67247677225754,96.28169546653623,219.5599971504503,240.66260643074176,118.28803012940543,100.58600108930105,100.910043742693,1764.1251141249195,324.9422367764005,402.2220265671335,717.1767758199859,319.7840749613995
NCT OF DELHI,,,NCT OF DELHI,2023,166.96398889497965,181.91325845032665,81.35166882157698,179.1009712268421,170.8721979675378,138.90915522869977,98.11796794503991,208.36858289965414,235.8190842897278,122.6932109831393,101.93443816480647,128.1866780084976,1814.231202880828,348.8772473453063,431.32483801595686,681.2147903631217,352.81432715644337
NCT OF DELHI,,,North West,2017,48.90219992045935,85.5833061437024,158.7439757415945,107.43432692567127,94.64717003695016,63.22925164798409,195.95369708507607,180.0368627077244,124.28022919041447,212.7362857084111,255.65616247196613,210.79721459637213,1738.000682176326,134.48550606416177,360.82547270421594,563.5000406311991,679.1896627767493
NCT OF DELHI,,,North West,2018,66.52671190845676,77.73831545590267,158.0147235955669,100.23527857816813,92.13298023518772,79.66266239021213,218.37149336416587,172.03379650163836,121.80221843545027,208.10181505574417,249.19853874766278,201.26759834543248,1745.0861326135882,144.2650273643594,350.38298240892277,591.8701706914667,658.5679521488394
NCT OF DELHI,,,North West,2019,61.570384718765766,102.65687913618802,126.15507362121149,109.62884656070642,75.51147086646257,62.684373081324864,206.49279165857968,164.94363570246082,125.35891533291708,203.38965614441616,251.0831185316669,214.85517619775032,1704.3303215524502,164.22726385495378,311.29539104838045,559.4797157752824,669.3279508738334
NCT OF DELHI,,,North West,2020,79.36339900562672,102.35079359415492,154.2459357117941,125.26363381463759,97.07764057874257,55.485403927439606,224.47234988131117,168.3525775294515,108.45601646459805,185.73179363305513,238.71653655176007,200.52829373854885,1740.0443744311203,181.71419259978165,376.5872101051742,556.7663478028004,624.9766239233641
NCT OF DELHI,,,North West,2021,51.45330827710832,87.04697827871063,151.26141710155377,106.71244149615517,97.53248401087538,60.53762555243689,224.29133574633858,161.4165734443482,109.42236081099182,195.92623125317306,226.37071678007237,214.00631600815444,1685.9777887599187,138.50028655581895,355.5063426085843,555.6678955541155,636.3032640413999
NCT OF DELHI,,,North West,2022,60.710930203639535,98.34730825915014,123.77512942724694,119.33881319437525,67.85083093880903,70.78079432794908,203.0034817234527,156.60658409042193,106.44035010518319,189.69794782033262,230.70362887487704,201.40304037123684,1628.6588393366742,159.0582384627897,310.96477356043124,536.8312102470069,621.8046170664466
NCT OF DELHI,,,North West,2023,83.97555044397261,99.17379540763125,133.71774725356642,128.16333787890176,69.64917075529414,52.80477809920666,205.3496084888771,167.4562628699534,135.03918542052162,201.87579993205114,225.5471530151805,202.74528752953174,1705.4976770946882,183.14934585160387,331.53025588776234,560.6498348785587,630.1682404767633
NCT OF DELHI,,,North,2017,171.3439735072503,179.62610135294068,46.595503196065216,206.7570148025029,88.40063778135169,165.40982620121534,83.26282539659196,114.68903441812404,156.79024340705445,121.41945473668963,150.521532952607,203.61613247007023,1688.4322802224635,350.97007486019095,341.7531557799198,520.1519294229859,475.5571201593669
NCT OF DELHI,,,North,2018,189.91132653192597,204.2319296071753,61.500099651472766,212.1428213608494,78.95158466154916,143.2492448356022,53.416639181220404,83.8618681719269,155.66512197988484,139.16369000913022,146.53199864320297,184.83265743455274,1653.4589820684928,394.14325613910125,352.59450567387137,436.1928741686344,470.5283460868859
NCT OF DELHI,,,North,2019,202.19520449334715,185.0553682438657,73.57686851375882,216.90261869821924,82.01694501382698,150.5638011931781,78.71323415551305,77.01352735452807,180.76493303328436,111.21465154191749,132.81125803569157,187.48968280540842,1678.318093082539,387.25057273721285,372.49643222580505,487.0554957365036,431.5155923830175
NCT OF DELHI,,,North,2020,172.64651458442788,177.31539934912988,54.72518509306984,234.7642928315354,95.9477066378535,153.80585629598755,76.20810700042244,98.4648166904976,191.58035715315276,141.79097215214782,158.59686819218433,194.4275367601183,1750.2736127405271,349.96191393355775,385.43718456245875,520.0591371400603,494.8153771044505
NCT OF DELHI,,,North,2021,203.73497149532872,191.9441297858026,56.87705424428329,231.2711862534638,105.01730726332593,160.78988108479479,87.0724765306287,95.10860654643164,181.3413666878151,125.63507805624053,134.8622961786866,188.95529502129017,1762.6096491480919,395.67910128113135,393.16554776107307,524.3123308496703,449.4526692562173
NCT OF DELHI,,,North,2022,191.23111123816074,176.56783706240378,40.243090499620564,222.74332867773538,115.87528212172258,154.3827965574092,78.93975157864436,84.23500238520101,167.64156164437685,129.74439123926763,162.1073106442248,190.3817014595711,1714.0931651083379,367.7989483005645,378.86170129907856,485.19911216563145,482.2334033430635
NCT OF DELHI,,,North,2023,196.24109643435838,178.96243680796766,43.61832753672601,225.0411989714666,96.49087434087468,135.97999304433864,84.06858205390365,99.11439643484509,181.75315257977002,107.72456725637457,135.54493184595884,188.36537118128265,1672.9049284878668,375.20353324232605,365.1504008490673,500.9161241128574,431.63487028361607
NCT OF DELHI,,,North East,2017,89.8230176091549,128.5800178848727,57.49564419724875,125.14940963986265,105.66404423934928,208.15945749370775,71.23554252663689,230.8284589572039,207.65012560047327,255.58672942597124,174.422549073385,208.23593000916273,1862.830926657029,218.4030354940276,288.30909807646066,717.8735845780218,638.245208508519
NCT OF DELHI,,,North East,2018,106.2553378585469,128.86746592278325,68.3297240304487,133.8681716155979,96.74806719069043,171.22896607031714,78.98526025831342,229.75059939609037,220.77302139110918,236.98444761781138,158.61105789514085,222.61097145246566,1853.0130906993154,235.12280378133016,298.94596283673707,700.7378471158302,618.2064769654179
NCT OF DELHI,,,North East,2019,110.59431530704227,134.4141409040472,95.08344218564366,152.66629662125402,79.64766378535386,172.49147911348268,46.7640746139992,203.62586229424622,213.73255962116605,243.24805144410556,145.27696288123974,228.96162599208589,1826.5064747636663,245.00845621108948,327.3974025922515,636.6139756428942,617.4866403174312
NCT OF DELHI,,,North East,2020,101.49898740144928,120.77177938991099,78.33447347833885,130.01116790912428,89.72236870737086,196.70359253812936,71.24275489133376,234.58982251903765,227.33726181667254,247.06116124631552,172.34055331393523,206.87572949835058,1876.489652709969,222.27076679136027,298.068010094834,729.8734317651733,626.2774440586013
NCT OF DELHI,,,North East,2021,103.78588995197042,124.50595407279185,94.99048869754697,120.43790746061433,117.45966214799483,192.98088461955237,73.87621803444137,224.42798922256935,219.31451667028034,233.8141211458089,175.63420668792807,198.27096195282502,1879.4988006643239,228.29184402476227,332.88805830615615,710.5996085468435,607.7192897865621
NCT OF DELHI,,,North East,2022,85.02704666694254,105.80187588982903,81.3305069183352,132.49415299744746,116.36939008619704,175.6790825729683,71.21611746036353,215.33364157174833,221.0350901754607,248.26431406339128,159.15638881524615,202.25813504783375,1813.9657422657633,190.82892255677157,330.1940500019797,683.2639317805408,609.6788379264711
NCT OF DELHI,,,North East,2023,100.97399478441255,126.62980975432829,76.31389104514946,115.68610769119095,101.55559764444826,200.70078053683508,73.8055010318435,232.25435866389708,221.3431902000483,247.3703316146975,181.7928641157641,230.94822604771795,1909.3746531303332,227.60380453874086,293.55559638078864,728.1038304326239,660.1114217781795
NCT OF DELHI,,,East,2017,137.04858387887094,183.92903629379347,187.23987211585163,188.6663999408042,195.52143941485693,138.43930588949348,254.0906479057911,197.4647942133862,106.01846418714894,125.09038952772978,197.81963639098893,89.92780530756764,2001.2563750662835,320.9776201726644,571.4277114715128,696.0132121958197,412.8378312262863
NCT OF DELHI,,,East,2018,160.19311546692543,166.30083105691446,185.21205967058938,169.26328808874035,196.3157704385717,145.44268945097787,240.0060631781929,167.98579799229935,84.90523301844644,117.57850482184077,184.35399886688822,121.68588264432907,1939.2432346947157,326.4939465238399,550.7911181979014,638.3397836399166,423.618386333058
NCT OF DELHI,,,East,2019,143.56530839938293,173.99245580152595,180.63987547900186,178.03206051096222,172.38583374758946,152.02706281400904,237.08121434549474,192.41157527058402,109.21314746784068,143.20787673485853,198.07362188228868,107.37980246315094,1988.009834916689,317.5577642009089,531.0577697375536,690.7329998979286,448.6613010802982
NCT OF DELHI,,,East,2020,165.2879388709087,187.93007054081056,184.2344656837777,178.1136418682826,184.9809867409506,124.79582326535362,242.33900069207277,164.46241168276865,99.12447869968435,128.23545875144495,193.11943359288867,122.56401124221813,1975.1877216311611,353.21800941171927,547.3290942930109,630.7217143398794,443.9189035865518
NCT OF DELHI,,,East,2021,136.43968201624392,176.62440327684163,197.99285969868473,180.745641861745,188.22634463888218,151.94772688249182,241.22080857462407,182.671733904632,102.74953428022124,150.60536973185205,203.61008056294395,124.64365070351919,2037.477836132682,313.06408529308555,566.964846199312,678.5898036419692,478.8591009983152
NCT OF DELHI,,,East,2022,161.70715456998767,193.9483913829529,179.3673552842919,204.35048445913645,168.53023650920775,122.84445139089793,223.32240807953602,166.9496689294307,93.6232099283014,127.3052866130126,171.63881334385525,95.95556340114432,1909.5430238917547,355.65554595294054,552.2480762526361,606.739738328166,394.89966335801216
NCT OF DELHI,,,East,2023,129.64113564506175,163.4792204390372,197.9174312132107,187.3348747449354,179.20920370693403,154.2789176299883,235.46180940352505,189.37745193257197,81.7053315460035,136.80782961685765,177.51721280810443,108.83641199205103,1941.5668306782811,293.12035608409894,564.4615096650801,660.8235105120889,423.1614544170131
NCT OF DELHI,,,New Delhi,2017,165.41265647322493,167.01271259974706,127.36980552346247,184.94859085202137,212.005041993465,47.92597668951704,193.57531436800835,180.38172346534185,229.8311452163768,98.89426597315403,68.4147152519289,159.9435403680967,1835.7154887743445,332.425369072972,524.3234383689489,651.714159739244,327.2525215931796
NCT OF DELHI,,,New Delhi,2018,200.02119320082065,177.8678809165409,154.67410889975287,162.88109341039376,236.65213031826752,64.16629026997487,187.12187007882875,173.3700175222396,225.25311839503524,86.46879400303965,69.6712528311477,144.27550353651404,1882.4232533825555,377.8890741173616,554.2073326284142,649.9112962660785,300.41555037070134
NCT OF DELHI,,,New Delhi,2019,191.40956930099824,163.70134669775004,146.03787941003793,162.23201813272416,224.33211673063687,46.28625456867009,205.1703841357445,165.70854788710585,247.43346400770307,103.85368515050398,49.356296035048615,157.44639368979858,1862.967955746722,355.1109159987483,532.6020142733989,664.5986505992236,310.65637487535116
NCT OF DELHI,,,New Delhi,2020,167.57112879255786,148.8824006337932,126.06070944709177,160.3565503890934,246.29009303617218,47.159760968707474,199.27286796011794,160.84746056374024,241.60798231278574,79.67879542738372,58.88779278691698,165.0872875787848,1801.7028298971452,316.45352942635105,532.7073528723573,648.8880718053514,303.6538757930855
NCT OF DELHI,,,New Delhi,2021,178.6320098163112,173.68300871664024,151.6561564797135,176.35553386759236,212.62000790957254,39.32377746118681,189.99276779468485,168.7056864171278,238.39324786543074,84.77507170297348,64.36520790157437,163.24310882457968,1841.7455847573876,352.31501853295146,540.6316982568784,636.4154795384302,312.38338842912754
NCT OF DELHI,,,New Delhi,2022,203.37820171780896,176.27573721594277,153.02423366657052,172.43080368856496,238.7433203794503,51.426300867232634,186.1699846978588,176.78181850018873,237.918951631678,105.47018314342583,81.84918560704565,155.1107225059192,1938.5794436216868,379.65393893375176,564.1983577345858,652.2970556969582,342.4300912563907
NCT OF DELHI,,,New Delhi,2023,167.88678536825182,166.59404915978712,122.49982045941891,187.33715281795833,237.80258963439078,61.68226581306706,175.61987993338283,189.36750646392352,263.18338003870565,96.17729471524018,82.50847941506709,141.605977001807,1892.2651808210003,334.48083452803894,547.639562911768,689.8530322490791,320.29175113211426
NCT OF DELHI,,,Central,2017,63.257717465287456,103.0309830963772,117.73662513527114,159.28421434891925,141.39050747505632,186.11383649571508,198.98399837151965,112.10079661624574,84.70086927456231,129.2296885643073,47.28100297472622,184.0544424972946,1527.1646823152823,166.28870056166465,418.4113469592467,581.8995007580428,360.5651340363281
NCT OF DELHI,,,Central,2018,62.354471140477344,104.79992804266585,128.15895248993905,150.75221789782444,137.584305135968,191.90366243542346,203.56951635170873,130.8379256463587,112.98363234733449,104.14715640335658,55.62034036469255,178.83783427105763,1561.5499425268067,167.1543991831432,416.4954755237315,639.2947367808254,338.6053310391068
NCT OF DELHI,,,Central,2019,50.61267313594101,115.28453406620149,121.62732893495998,155.8272604702317,142.36225438886714,161.8874853227412,201.54135903920485,110.45501478794606,117.61081883395138,131.65469685840043,39.939449999542305,191.2474297039533,1540.0503055419408,165.8972072021425,419.8168437940588,591.4946779838435,362.84157656189603
NCT OF DELHI,,,Central,2020,77.33994756050434,116.78329771149879,106.29476301641583,178.1063451894448,135.82080228496034,194.8278940703361,174.6156579489973,131.79448233131666,122.57174012516766,128.47533404705962,64.51981643665734,172.43304214690164,1603.5831228692607,194.12324527200315,420.22191049082096,623.8097744758178,365.4281926306186
NCT OF DELHI,,,Central,2021,64.2119223749426,109.83077249829637,107.66149490312287,149.0319908668292,140.72109871387184,185.3492179912118,185.69536309730242,95.10472067238821,104.92817169193654,120.8243139360704,57.94846847105471,196.9908404897746,1518.2983757068016,174.042694873239,397.4145844838239,571.077473452839,375.76362289689973
NCT OF DELHI,,,Central,2022,81.30259341378525,90.99415121592861,97.34170005556307,169.67122246450074,155.91082374697345,171.34771666748424,177.88111017776617,125.15652921083387,107.4857183460084,93.0669096261007,37.75952594480541,194.24373948794465,1502.1617403576943,172.29674462971386,422.92374626703725,581.8710744020926,325.07017505885074
NCT OF DELHI,,,Central,2023,66.32910915394223,92.32919710737666,106.93703782751005,143.79621188473027,139.65319903855223,157.8335584458761,199.19332678181883,132.92470879898855,93.2058372410786,95.07292917391632,59.97745632815479,197.81666997825525,1485.0692417602,158.6583062613189,390.3864487507925,583.1574312677621,352.86705548032637
NCT OF DELHI,,,West,2017,130.23440132579353,168.25561516792726,184.68081746140132,199.08421702783312,155.7253943851452,177.69115956361017,215.40558537831703,193.35470991830712,59.6534738361539,242.95413667455534,190.52684325221227,206.24954014009157,2123.815894131348,298.49001649372076,539.4904288743796,646.1049286963882,639.7305200668592
NCT OF DELHI,,,West,2018,136.23841217782865,176.63232048172853,203.3494599716125,202.96884133689886,169.500962589783,173.55429430774834,199.97197742688542,184.7240657279654,48.8087548753943,233.04040526894659,178.36411759051504,196.7174854190033,2103.87109717431,312.8707326595572,575.8192638982944,607.0590923379934,608.1220082784649
NCT OF DELHI,,,West,2019,147.01635886484348,153.93831408068309,186.47187496125474,210.3442561496193,164.84880943243988,154.3564765334693,223.86650644949094,166.40086392106923,67.24495297376623,208.27844638133405,194.5868021964804,194.99118918103963,2072.3448511254905,300.95467294552657,561.664940543314,611.8687998777957,597.8564377588541
NCT OF DELHI,,,West,2020,138.72323385846025,190.44830707625005,217.58010283358928,174.31395231824015,181.6331022891813,166.2007710066345,213.0892667057193,165.40472933221983,44.81998769819697,246.0958229931317,204.0988815230437,180.83922533825984,2123.2473829729265,329.17154093471026,573.5271574410108,589.5147547427706,631.0339298544352
NCT OF DELHI,,,West,2021,144.1945833426458,165.83303643918873,190.82892520801772,202.5241914466906,156.43043072898553,161.72873126000914,205.6897896062242,164.41337068574023,46.77081344110062,245.32609605941684,183.09298255457134,180.82273853643096,2047.6556893090217,310.0276197818346,549.7835473836938,578.6027049930741,609.2418171504191
NCT OF DELHI,,,West,2022,131.97162637700046,183.1675024922618,215.11204622048615,201.08934013720307,176.5983781148624,180.94882009894962,210.43800904028183,178.79736460964043,42.89913439547535,245.02592798334035,214.49882903623703,198.270604021297,2178.8175825270355,315.13912886926227,592.7997644725516,613.0833281443472,657.7953610408744
NCT OF DELHI,,,West,2023,119.80654804154258,173.6615349674518,180.97118603094586,206.79718034915206,154.46588754152552,167.87753652469314,191.4840352116452,181.26502563309694,39.02621702778751,217.66235754904866,189.92482121584422,208.4324312568217,2031.3747613495552,293.46808300899437,542.2342539216235,579.6528143972228,616.0196100217146
NCT OF DELHI,,,South West,2017,60.12218112684498,125.52166149046315,114.25631639681802,127.50224076615368,80.40096959532568,138.3928875313426,190.4640030597991,205.55490821048957,90.75018412779923,105.5204755628319,207.43563311976578,220.89615889984054,1666.8176198874744,185.6438426173081,322.1595267582974,625.1619829294305,533.8522675824382
